Site Name,Latitude,Longitude,Date,NO3,,,
OPTI Well #438,34.9341413,-119.547347,1966-04-26,4.78908,,,
OPTI Well #438,34.9341413,-119.547347,1975-05-16,6.78,,,
OPTI Well #438,34.9341413,-119.547347,1958-05-26,4.74,,,
OPTI Well #438,34.9341413,-119.547347,1965-09-28,4.52,,,
OPTI Well #438,34.9341413,-119.547347,1975-05-16,6.777,,,
OPTI Well #438,34.9341413,-119.547347,1958-05-26,4.69872,,,
OPTI Well #438,34.9341413,-119.547347,1965-09-28,4.518,,,
OPTI Well #438,34.9341413,-119.547347,1975-05-16,6.78,,,
OPTI Well #438,34.9341413,-119.547347,1958-05-26,4.74,,,
OPTI Well #438,34.9341413,-119.547347,1965-09-28,4.52,,,
OPTI Well #438,34.9341413,-119.547347,1974-05-28,8.1324,,,
OPTI Well #438,34.9341413,-119.547347,1958-05-26,4.7439,,,
OPTI Well #438,34.9341413,-119.547347,1965-04-27,5.42,,,
OPTI Well #438,34.9341413,-119.547347,1973-05-23,9.9396,,,
OPTI Well #438,34.9341413,-119.547347,1957-09-25,5.42,,,
OPTI Well #438,34.9341413,-119.547347,1965-04-27,5.4216,,,
OPTI Well #438,34.9341413,-119.547347,1972-03-13,6.55,,,
OPTI Well #438,34.9341413,-119.547347,1957-09-25,5.4216,,,
OPTI Well #438,34.9341413,-119.547347,1964-09-28,3.61,,,
OPTI Well #438,34.9341413,-119.547347,1972-03-13,6.5511,,,
OPTI Well #438,34.9341413,-119.547347,1954-05-20,6.1,,,
OPTI Well #438,34.9341413,-119.547347,1964-09-28,3.6144,,,
OPTI Well #438,34.9341413,-119.547347,1971-09-22,6.1,,,
OPTI Well #438,34.9341413,-119.547347,1954-05-20,6.0993,,,
OPTI Well #438,34.9341413,-119.547347,1964-04-27,7.23,,,
OPTI Well #438,34.9341413,-119.547347,1971-09-22,6.0993,,,
OPTI Well #438,34.9341413,-119.547347,1954-05-20,6.1,,,
OPTI Well #438,34.9341413,-119.547347,1964-04-27,7.2288,,,
OPTI Well #438,34.9341413,-119.547347,1971-09-22,6.1,,,
OPTI Well #438,34.9341413,-119.547347,1953-08-06,4.74,,,
OPTI Well #438,34.9341413,-119.547347,1964-04-27,7.23,,,
OPTI Well #438,34.9341413,-119.547347,1971-03-22,5.65,,,
OPTI Well #438,34.9341413,-119.547347,1953-08-06,4.7439,,,
OPTI Well #438,34.9341413,-119.547347,1963-09-25,6.33,,,
OPTI Well #438,34.9341413,-119.547347,1971-03-22,5.6475,,,
OPTI Well #438,34.9341413,-119.547347,1963-09-25,6.3252,,,
OPTI Well #438,34.9341413,-119.547347,1971-03-22,5.65,,,
OPTI Well #438,34.9341413,-119.547347,1963-09-25,6.33,,,
OPTI Well #438,34.9341413,-119.547347,1970-09-15,5.42,,,
OPTI Well #438,34.9341413,-119.547347,1963-04-25,4.97,,,
OPTI Well #438,34.9341413,-119.547347,1970-09-15,5.4216,,,
OPTI Well #438,34.9341413,-119.547347,1963-04-25,4.9698,,,
OPTI Well #438,34.9341413,-119.547347,1970-09-15,5.53455,,,
OPTI Well #438,34.9341413,-119.547347,1963-04-25,4.97,,,
OPTI Well #438,34.9341413,-119.547347,1970-03-24,5.42,,,
OPTI Well #438,34.9341413,-119.547347,1962-09-25,3.61,,,
OPTI Well #438,34.9341413,-119.547347,1970-03-24,5.30865,,,
OPTI Well #438,34.9341413,-119.547347,1962-09-25,3.6144,,,
OPTI Well #438,34.9341413,-119.547347,1970-03-24,5.42,,,
OPTI Well #438,34.9341413,-119.547347,1962-06-14,3.39,,,
OPTI Well #438,34.9341413,-119.547347,1970-03-24,5.4216,,,
OPTI Well #438,34.9341413,-119.547347,1962-06-14,3.3885,,,
OPTI Well #438,34.9341413,-119.547347,1969-10-03,5.4216,,,
OPTI Well #438,34.9341413,-119.547347,1962-06-14,3.39,,,
OPTI Well #438,34.9341413,-119.547347,1969-05-19,5.30865,,,
OPTI Well #438,34.9341413,-119.547347,1961-04-19,8.13,,,
OPTI Well #438,34.9341413,-119.547347,1968-09-23,4.85685,,,
OPTI Well #438,34.9341413,-119.547347,1967-05-12,4.52,,,
OPTI Well #438,34.9341413,-119.547347,1961-04-19,8.1324,,,
OPTI Well #438,34.9341413,-119.547347,1967-05-12,4.40505,,,
OPTI Well #438,34.9341413,-119.547347,1960-07-06,5.42,,,
OPTI Well #438,34.9341413,-119.547347,1967-05-12,4.518,,,
OPTI Well #438,34.9341413,-119.547347,1960-07-06,5.4216,,,
OPTI Well #438,34.9341413,-119.547347,1967-05-12,4.52,,,
OPTI Well #438,34.9341413,-119.547347,1959-09-10,4.07,,,
OPTI Well #438,34.9341413,-119.547347,1959-09-10,4.0662,,,
OPTI Well #438,34.9341413,-119.547347,1966-10-26,4.97,,,
OPTI Well #438,34.9341413,-119.547347,1959-09-10,4.07,,,
OPTI Well #438,34.9341413,-119.547347,1966-10-26,4.9698,,,
OPTI Well #44,35.0074762,-119.8062461,1966-04-06,0.678,,,
OPTI Well #44,35.0074762,-119.8062461,1966-04-06,0.6777,,,
OPTI Well #44,35.0074762,-119.8062461,1966-04-06,0.678,,,
OPTI Well #440,34.93441885,-119.5348465,1968-04-25,7.2288,,,
OPTI Well #440,34.93441885,-119.5348465,1968-04-25,7.23,,,
OPTI Well #440,34.93441885,-119.5348465,1967-10-23,6.1,,,
OPTI Well #440,34.93441885,-119.5348465,1967-10-23,6.0993,,,
OPTI Well #440,34.93441885,-119.5348465,1967-10-23,6.1,,,
OPTI Well #440,34.93441885,-119.5348465,1967-05-12,4.52,,,
OPTI Well #440,34.93441885,-119.5348465,1967-05-12,4.40505,,,
OPTI Well #440,34.93441885,-119.5348465,1967-05-12,4.518,,,
OPTI Well #440,34.93441885,-119.5348465,1967-05-12,4.52,,,
OPTI Well #440,34.93441885,-119.5348465,1966-10-26,12.7,,,
OPTI Well #440,34.93441885,-119.5348465,1966-10-26,12.6504,,,
OPTI Well #440,34.93441885,-119.5348465,1966-10-26,12.7,,,
OPTI Well #440,34.93441885,-119.5348465,1966-05-05,2.48,,,
OPTI Well #440,34.93441885,-119.5348465,1966-05-05,2.4849,,,
OPTI Well #440,34.93441885,-119.5348465,1945-08-04,1.72,,,
OPTI Well #440,34.93441885,-119.5348465,1945-08-04,1.71684,,,
OPTI Well #440,34.93441885,-119.5348465,1972-03-13,4.97,,,
OPTI Well #440,34.93441885,-119.5348465,1945-08-04,1.72,,,
OPTI Well #440,34.93441885,-119.5348465,1972-03-13,4.9698,,,
OPTI Well #440,34.93441885,-119.5348465,1972-03-13,4.97,,,
OPTI Well #440,34.93441885,-119.5348465,1971-09-22,6.1,,,
OPTI Well #440,34.93441885,-119.5348465,1971-09-22,6.0993,,,
OPTI Well #440,34.93441885,-119.5348465,1971-09-22,6.1,,,
OPTI Well #440,34.93441885,-119.5348465,1971-03-22,5.87,,,
OPTI Well #440,34.93441885,-119.5348465,1971-03-22,5.8734,,,
OPTI Well #440,34.93441885,-119.5348465,1970-09-15,6.78,,,
OPTI Well #440,34.93441885,-119.5348465,1970-09-15,6.777,,,
OPTI Well #440,34.93441885,-119.5348465,1970-09-15,6.78,,,
OPTI Well #440,34.93441885,-119.5348465,1970-03-24,7.68,,,
OPTI Well #440,34.93441885,-119.5348465,1970-03-24,7.6806,,,
OPTI Well #440,34.93441885,-119.5348465,1969-10-03,6.43815,,,
OPTI Well #440,34.93441885,-119.5348465,1969-05-19,6.777,,,
OPTI Well #440,34.93441885,-119.5348465,1968-09-23,6.3252,,,
OPTI Well #440,34.93441885,-119.5348465,1968-04-25,7.23,,,
OPTI Well #441,34.934419,-119.5437358,1999-07-20,8.66,,,
OPTI Well #441,34.934419,-119.5437358,1999-07-20,8.65197,,,
OPTI Well #441,34.934419,-119.5437358,1999-07-20,8.66,,,
OPTI Well #441,34.934419,-119.5437358,1995-07-25,10,,,
OPTI Well #441,34.934419,-119.5437358,1995-07-25,10.0074,,,
OPTI Well #441,34.934419,-119.5437358,1991-06-24,8.7,,,
OPTI Well #441,34.934419,-119.5437358,1991-06-24,8.69715,,,
OPTI Well #441,34.934419,-119.5437358,1991-06-24,8.7,,,
OPTI Well #445,34.93441947,-119.5681813,2004-07-13,8.83269,,,
OPTI Well #445,34.93441947,-119.5681813,2003-08-06,8.89,,,
OPTI Well #445,34.93441947,-119.5681813,2003-08-06,8.87787,,,
OPTI Well #445,34.93441947,-119.5681813,2003-08-06,8.89,,,
OPTI Well #445,34.93441947,-119.5681813,2001-07-24,10.2,,,
OPTI Well #445,34.93441947,-119.5681813,2001-07-24,10.1429,,,
OPTI Well #445,34.93441947,-119.5681813,2001-07-24,10.2,,,
OPTI Well #445,34.93441947,-119.5681813,2000-09-14,10.5,,,
OPTI Well #445,34.93441947,-119.5681813,2000-09-14,10.5269,,,
OPTI Well #445,34.93441947,-119.5681813,2007-07-31,10.3,,,
OPTI Well #445,34.93441947,-119.5681813,2007-07-31,10.3236,,,
OPTI Well #445,34.93441947,-119.5681813,2006-07-18,9.27,,,
OPTI Well #445,34.93441947,-119.5681813,2006-07-18,9.28449,,,
OPTI Well #445,34.93441947,-119.5681813,2005-07-14,8.53,,,
OPTI Well #445,34.93441947,-119.5681813,2005-07-14,8.53902,,,
OPTI Well #445,34.93441947,-119.5681813,2004-07-13,8.82,,,
OPTI Well #446,34.9344195,-119.5706814,2003-08-06,5.75,,,
OPTI Well #446,34.9344195,-119.5706814,2003-08-06,5.76045,,,
OPTI Well #446,34.9344195,-119.5706814,2002-07-30,7.22,,,
OPTI Well #446,34.9344195,-119.5706814,2002-07-30,7.2288,,,
OPTI Well #446,34.9344195,-119.5706814,2000-09-14,7.58,,,
OPTI Well #446,34.9344195,-119.5706814,2000-09-14,7.56765,,,
OPTI Well #446,34.9344195,-119.5706814,2000-09-14,7.58,,,
OPTI Well #452,34.93608767,-119.653185,1959-07-28,50.6,,,
OPTI Well #452,34.93608767,-119.653185,1959-07-28,49.698,,,
OPTI Well #452,34.93608767,-119.653185,1959-07-28,50.6,,,
OPTI Well #452,34.93608767,-119.653185,1959-07-28,50.6016,,,
OPTI Well #452,34.93608767,-119.653185,1958-12-17,20.8,,,
OPTI Well #452,34.93608767,-119.653185,1958-12-17,20.7828,,,
OPTI Well #452,34.93608767,-119.653185,1958-12-17,20.8,,,
OPTI Well #452,34.93608767,-119.653185,1954-05-20,2.03,,,
OPTI Well #452,34.93608767,-119.653185,1954-05-20,2.0331,,,
OPTI Well #452,34.93608767,-119.653185,1953-08-06,18.3,,,
OPTI Well #452,34.93608767,-119.653185,1953-08-06,18.2979,,,
OPTI Well #452,34.93608767,-119.653185,1953-08-06,18.3,,,
OPTI Well #46,34.69359486,-119.3709514,1965-03-02,0,,,
OPTI Well #463,34.9377522,-119.5431801,1967-10-23,27.108,,,
OPTI Well #463,34.9377522,-119.5431801,1969-10-03,8.47125,,,
OPTI Well #463,34.9377522,-119.5431801,1969-05-19,8.1324,,,
OPTI Well #463,34.9377522,-119.5431801,1967-10-23,26.4,,,
OPTI Well #463,34.9377522,-119.5431801,1967-10-23,26.4303,,,
OPTI Well #465,34.9380322,-119.6620744,1999-07-20,0.178,,,
OPTI Well #465,34.9380322,-119.6620744,1997-09-09,0.13,,,
OPTI Well #465,34.9380322,-119.6620744,1993-08-03,0.1,,,
OPTI Well #467,34.9383333,-119.65275,2017-07-13,0.2,,,
OPTI Well #467,34.9383333,-119.65275,2016-07-13,0.078,,,
OPTI Well #467,34.9383333,-119.65275,2015-07-17,0.203,,,
OPTI Well #467,34.9383333,-119.65275,2014-07-24,0.177,,,
OPTI Well #467,34.9383333,-119.65275,2013-07-18,0.203,,,
OPTI Well #467,34.9383333,-119.65275,2012-07-18,0.194,,,
OPTI Well #472,34.93942067,-119.642629,1964-02-07,4.97,,,
OPTI Well #472,34.93942067,-119.642629,1964-02-07,4.9698,,,
OPTI Well #472,34.93942067,-119.642629,1964-02-07,4.97,,,
OPTI Well #474,34.94053384,-119.7640232,1966-04-15,4.29,,,
OPTI Well #474,34.94053384,-119.7640232,1966-04-15,4.2921,,,
OPTI Well #476,34.94108747,-119.6529073,1942-11-04,4.29,,,
OPTI Well #478,34.94136586,-119.6856865,1978-09-27,0.6777,,,
OPTI Well #48,34.80775705,-119.4570662,1966-10-26,0.99396,,,
OPTI Well #48,34.80775705,-119.4570662,1967-05-12,0.56475,,,
OPTI Well #48,34.80775705,-119.4570662,1967-10-31,0.6777,,,
OPTI Well #48,34.80775705,-119.4570662,1972-04-28,0,,,
OPTI Well #48,34.80775705,-119.4570662,1976-07-23,0.4518,,,
OPTI Well #480,34.9416409,-119.5437357,1966-07-13,56.5,,,
OPTI Well #480,34.9416409,-119.5437357,1966-07-13,56.475,,,
OPTI Well #480,34.9416409,-119.5437357,1966-07-13,56.5,,,
OPTI Well #484,34.94192127,-119.6792973,1953-01-31,4.74,,,
OPTI Well #484,34.94192127,-119.6792973,1953-01-31,4.7439,,,
OPTI Well #485,34.94219629,-119.5345686,1978-09-28,0.74547,,,
OPTI Well #486,34.94247646,-119.661241,2003-07-18,0.226,,,
OPTI Well #486,34.94247646,-119.661241,2002-07-30,0.097,,,
OPTI Well #486,34.94247646,-119.661241,2001-07-24,0.027,,,
OPTI Well #486,34.94247646,-119.661241,2000-09-14,0.136,,,
OPTI Well #487,34.94247699,-119.6887422,1949-10-27,5.65,,,
OPTI Well #487,34.94247699,-119.6887422,1949-10-27,5.6475,,,
OPTI Well #487,34.94247699,-119.6887422,1949-10-27,5.65,,,
OPTI Well #492,34.94470057,-119.8281918,1966-04-14,1.13,,,
OPTI Well #495,34.9455298,-119.5523472,1966-07-13,56.475,,,
OPTI Well #495,34.9455298,-119.5523472,1966-07-13,56.5,,,
OPTI Well #495,34.9455298,-119.5523472,1966-07-13,56.5,,,
OPTI Well #50,34.94108454,-119.4820663,1945-12-17,18.1,,,
OPTI Well #50,34.94108454,-119.4820663,1945-12-17,18.072,,,
OPTI Well #50,34.94108454,-119.4820663,1945-12-17,18.1,,,
OPTI Well #50,34.94108454,-119.4820663,1945-12-31,17.8461,,,
OPTI Well #50,34.94108454,-119.4820663,1945-12-31,17.8,,,
OPTI Well #50,34.94108454,-119.4820663,1966-06-17,9.2619,,,
OPTI Well #50,34.94108454,-119.4820663,1966-06-17,9.26,,,
OPTI Well #500,34.94608564,-119.5676256,1966-10-26,3.61,,,
OPTI Well #500,34.94608564,-119.5676256,1966-10-26,3.6144,,,
OPTI Well #500,34.94608564,-119.5676256,1966-05-05,3.61,,,
OPTI Well #500,34.94608564,-119.5676256,1966-05-05,3.6144,,,
OPTI Well #504,34.94691917,-119.5798484,1966-05-05,9.04,,,
OPTI Well #504,34.94691917,-119.5798484,1966-05-05,9.036,,,
OPTI Well #504,34.94691917,-119.5798484,1966-05-05,9.04,,,
OPTI Well #506,34.94914176,-119.6034605,1966-05-05,0.791,,,
OPTI Well #506,34.94914176,-119.6034605,1966-05-05,0.79065,,,
OPTI Well #506,34.94914176,-119.6034605,1966-05-05,0.791,,,
OPTI Well #516,34.9533114,-119.8301362,1966-04-14,3.16,,,
OPTI Well #516,34.9533114,-119.8301362,1966-04-14,3.1626,,,
OPTI Well #517,34.95469767,-119.633184,1960-07-06,0.60993,,,
OPTI Well #517,34.95469767,-119.633184,1960-07-06,0.61,,,
OPTI Well #517,34.95469767,-119.633184,1959-10-06,0.678,,,
OPTI Well #517,34.95469767,-119.633184,1959-10-06,0.6777,,,
OPTI Well #517,34.95469767,-119.633184,1959-10-06,0.678,,,
OPTI Well #517,34.95469767,-119.633184,1958-11-17,1.74,,,
OPTI Well #517,34.95469767,-119.633184,1958-11-17,1.73943,,,
OPTI Well #517,34.95469767,-119.633184,1958-11-17,1.74,,,
OPTI Well #517,34.95469767,-119.633184,1965-09-28,3.61,,,
OPTI Well #517,34.95469767,-119.633184,1965-09-28,3.6144,,,
OPTI Well #517,34.95469767,-119.633184,1965-04-27,2.48,,,
OPTI Well #517,34.95469767,-119.633184,1965-04-27,2.4849,,,
OPTI Well #517,34.95469767,-119.633184,1964-09-28,2.26,,,
OPTI Well #517,34.95469767,-119.633184,1964-09-28,2.259,,,
OPTI Well #517,34.95469767,-119.633184,1964-09-28,2.26,,,
OPTI Well #517,34.95469767,-119.633184,1964-04-27,2.08,,,
OPTI Well #517,34.95469767,-119.633184,1964-04-27,2.07828,,,
OPTI Well #517,34.95469767,-119.633184,1964-04-27,2.08,,,
OPTI Well #517,34.95469767,-119.633184,1963-09-25,3.1626,,,
OPTI Well #517,34.95469767,-119.633184,1963-04-25,2.4849,,,
OPTI Well #517,34.95469767,-119.633184,1962-09-25,1.46835,,,
OPTI Well #517,34.95469767,-119.633184,1962-06-14,2.7108,,,
OPTI Well #517,34.95469767,-119.633184,1960-10-11,0.904,,,
OPTI Well #517,34.95469767,-119.633184,1960-10-11,0.9036,,,
OPTI Well #517,34.95469767,-119.633184,1960-10-11,0.904,,,
OPTI Well #517,34.95469767,-119.633184,1960-07-06,0.61,,,
OPTI Well #519,34.95553107,-119.638462,1965-09-28,3.61,,,
OPTI Well #519,34.95553107,-119.638462,1965-09-28,3.6144,,,
OPTI Well #519,34.95553107,-119.638462,1965-04-27,2.48,,,
OPTI Well #519,34.95553107,-119.638462,1965-04-27,2.4849,,,
OPTI Well #519,34.95553107,-119.638462,1964-09-28,2.26,,,
OPTI Well #519,34.95553107,-119.638462,1964-09-28,2.259,,,
OPTI Well #519,34.95553107,-119.638462,1964-09-28,2.26,,,
OPTI Well #519,34.95553107,-119.638462,1964-04-27,2.08,,,
OPTI Well #519,34.95553107,-119.638462,1964-04-27,2.07828,,,
OPTI Well #519,34.95553107,-119.638462,1964-04-27,2.08,,,
OPTI Well #519,34.95553107,-119.638462,1960-10-11,0.904,,,
OPTI Well #519,34.95553107,-119.638462,1960-10-11,0.9036,,,
OPTI Well #519,34.95553107,-119.638462,1960-10-11,0.904,,,
OPTI Well #519,34.95553107,-119.638462,1960-07-06,0.61,,,
OPTI Well #519,34.95553107,-119.638462,1960-07-06,0.60993,,,
OPTI Well #519,34.95553107,-119.638462,1960-07-06,0.61,,,
OPTI Well #519,34.95553107,-119.638462,1959-10-06,0.678,,,
OPTI Well #519,34.95553107,-119.638462,1959-10-06,0.6777,,,
OPTI Well #519,34.95553107,-119.638462,1959-10-06,0.678,,,
OPTI Well #519,34.95553107,-119.638462,1958-11-17,1.74,,,
OPTI Well #519,34.95553107,-119.638462,1958-11-17,1.73943,,,
OPTI Well #519,34.95553107,-119.638462,1958-11-17,1.74,,,
OPTI Well #52,34.94664117,-119.5676256,1966-10-26,3.6144,,,
OPTI Well #520,34.95580895,-119.64374,2007-07-30,1.94,,,
OPTI Well #520,34.95580895,-119.64374,2003-07-21,2.47,,,
OPTI Well #520,34.95580895,-119.64374,2003-07-21,2.46231,,,
OPTI Well #520,34.95580895,-119.64374,2003-07-21,2.47,,,
OPTI Well #520,34.95580895,-119.64374,2002-07-30,3.12,,,
OPTI Well #520,34.95580895,-119.64374,2002-07-30,3.11742,,,
OPTI Well #520,34.95580895,-119.64374,2002-07-30,3.12,,,
OPTI Well #520,34.95580895,-119.64374,2001-07-24,2.26,,,
OPTI Well #520,34.95580895,-119.64374,2001-07-24,2.259,,,
OPTI Well #520,34.95580895,-119.64374,2001-07-24,2.26,,,
OPTI Well #520,34.95580895,-119.64374,2000-09-14,3.55,,,
OPTI Well #520,34.95580895,-119.64374,2000-09-14,3.54663,,,
OPTI Well #520,34.95580895,-119.64374,2000-09-14,3.55,,,
OPTI Well #520,34.95580895,-119.64374,1969-10-03,1.19727,,,
OPTI Well #520,34.95580895,-119.64374,1969-05-19,1.1295,,,
OPTI Well #520,34.95580895,-119.64374,1966-10-26,0.949,,,
OPTI Well #520,34.95580895,-119.64374,1966-10-26,0.94878,,,
OPTI Well #520,34.95580895,-119.64374,1966-10-26,0.949,,,
OPTI Well #520,34.95580895,-119.64374,2007-07-30,1.94,,,
OPTI Well #520,34.95580895,-119.64374,2007-07-30,1.93596,,,
OPTI Well #522,34.9574758,-119.6567962,1961-04-07,1.76202,,,
OPTI Well #522,34.9574758,-119.6567962,1973-10-18,0.813,,,
OPTI Well #522,34.9574758,-119.6567962,1959-04-24,1.36,,,
OPTI Well #522,34.9574758,-119.6567962,1973-10-18,0.81324,,,
OPTI Well #522,34.9574758,-119.6567962,1959-04-24,1.3554,,,
OPTI Well #522,34.9574758,-119.6567962,1973-05-23,2.94,,,
OPTI Well #522,34.9574758,-119.6567962,1959-04-24,1.36,,,
OPTI Well #522,34.9574758,-119.6567962,1973-05-23,2.9367,,,
OPTI Well #522,34.9574758,-119.6567962,1973-05-23,2.94,,,
OPTI Well #522,34.9574758,-119.6567962,1972-03-14,8.13,,,
OPTI Well #522,34.9574758,-119.6567962,1972-03-14,8.1324,,,
OPTI Well #522,34.9574758,-119.6567962,1969-10-03,2.10087,,,
OPTI Well #522,34.9574758,-119.6567962,1969-05-19,2.9367,,,
OPTI Well #522,34.9574758,-119.6567962,1968-09-23,2.10087,,,
OPTI Well #522,34.9574758,-119.6567962,1968-04-25,2.48,,,
OPTI Well #522,34.9574758,-119.6567962,1968-04-25,2.4849,,,
OPTI Well #522,34.9574758,-119.6567962,1967-05-12,10.2,,,
OPTI Well #522,34.9574758,-119.6567962,1967-05-12,10.1655,,,
OPTI Well #522,34.9574758,-119.6567962,1967-05-12,10.2,,,
OPTI Well #522,34.9574758,-119.6567962,1966-05-05,2.26,,,
OPTI Well #522,34.9574758,-119.6567962,1966-05-05,2.259,,,
OPTI Well #522,34.9574758,-119.6567962,1966-05-05,2.26,,,
OPTI Well #522,34.9574758,-119.6567962,1994-08-01,3.3,,,
OPTI Well #522,34.9574758,-119.6567962,1965-09-28,2.26,,,
OPTI Well #522,34.9574758,-119.6567962,1965-09-28,2.259,,,
OPTI Well #522,34.9574758,-119.6567962,1994-08-01,3.29814,,,
OPTI Well #522,34.9574758,-119.6567962,1965-09-28,2.26,,,
OPTI Well #522,34.9574758,-119.6567962,1994-08-01,3.3,,,
OPTI Well #522,34.9574758,-119.6567962,1965-04-27,2.26,,,
OPTI Well #522,34.9574758,-119.6567962,1993-08-03,3.6,,,
OPTI Well #522,34.9574758,-119.6567962,1965-04-27,2.259,,,
OPTI Well #522,34.9574758,-119.6567962,1993-08-03,3.59181,,,
OPTI Well #522,34.9574758,-119.6567962,1965-04-27,2.26,,,
OPTI Well #522,34.9574758,-119.6567962,1993-08-03,3.6,,,
OPTI Well #522,34.9574758,-119.6567962,1964-09-28,2.03,,,
OPTI Well #522,34.9574758,-119.6567962,1992-07-02,2.59,,,
OPTI Well #522,34.9574758,-119.6567962,1964-09-28,2.0331,,,
OPTI Well #522,34.9574758,-119.6567962,1992-07-02,2.59785,,,
OPTI Well #522,34.9574758,-119.6567962,1964-04-27,2.03,,,
OPTI Well #522,34.9574758,-119.6567962,1991-06-24,3.1,,,
OPTI Well #522,34.9574758,-119.6567962,1964-04-27,2.0331,,,
OPTI Well #522,34.9574758,-119.6567962,1991-06-24,3.09483,,,
OPTI Well #522,34.9574758,-119.6567962,1963-09-25,3.1626,,,
OPTI Well #522,34.9574758,-119.6567962,1991-06-24,3.1,,,
OPTI Well #522,34.9574758,-119.6567962,1963-04-25,2.7108,,,
OPTI Well #522,34.9574758,-119.6567962,1974-05-28,1.9,,,
OPTI Well #522,34.9574758,-119.6567962,1962-09-25,1.3554,,,
OPTI Well #522,34.9574758,-119.6567962,1974-05-28,1.89756,,,
OPTI Well #522,34.9574758,-119.6567962,1961-04-07,1.76,,,
OPTI Well #522,34.9574758,-119.6567962,1974-05-28,1.9,,,
OPTI Well #523,34.9574758,-119.6573518,1967-05-24,33.9,,,
OPTI Well #523,34.9574758,-119.6573518,1967-05-24,33.885,,,
OPTI Well #523,34.9574758,-119.6573518,1958-11-17,18.072,,,
OPTI Well #523,34.9574758,-119.6573518,1957-09-25,8.58,,,
OPTI Well #523,34.9574758,-119.6573518,1954-05-20,1.87,,,
OPTI Well #523,34.9574758,-119.6573518,1954-05-20,1.87497,,,
OPTI Well #524,34.9580313,-119.6565184,1977-10-18,3.16,,,
OPTI Well #524,34.9580313,-119.6565184,1974-05-28,10.8,,,
OPTI Well #524,34.9580313,-119.6565184,1972-03-14,32.8,,,
OPTI Well #524,34.9580313,-119.6565184,1971-09-22,19.9,,,
OPTI Well #524,34.9580313,-119.6565184,1971-03-23,7,,,
OPTI Well #524,34.9580313,-119.6565184,1970-09-15,40.7,,,
OPTI Well #524,34.9580313,-119.6565184,1954-05-20,1.87,,,
OPTI Well #525,34.95803239,-119.7101319,1978-09-28,3.93066,,,
OPTI Well #529,34.95886568,-119.7095763,1966-12-21,0.226,,,
OPTI Well #529,34.95886568,-119.7095763,1966-12-21,0.2259,,,
OPTI Well #529,34.95886568,-119.7095763,1966-12-21,0.226,,,
OPTI Well #530,34.9605312,-119.655685,2001-07-27,1.39,,,
OPTI Well #530,34.9605312,-119.655685,2000-09-14,3.43,,,
OPTI Well #530,34.9605312,-119.655685,2000-09-14,3.43368,,,
OPTI Well #530,34.9605312,-119.655685,2005-07-14,1.62,,,
OPTI Well #530,34.9605312,-119.655685,2005-07-14,1.62196,,,
OPTI Well #530,34.9605312,-119.655685,2004-07-13,2.28,,,
OPTI Well #530,34.9605312,-119.655685,2004-07-13,2.28159,,,
OPTI Well #530,34.9605312,-119.655685,2003-07-18,1.6,,,
OPTI Well #530,34.9605312,-119.655685,2003-07-18,1.60163,,,
OPTI Well #530,34.9605312,-119.655685,2002-07-26,1.9,,,
OPTI Well #530,34.9605312,-119.655685,2002-07-26,1.89756,,,
OPTI Well #530,34.9605312,-119.655685,2002-07-26,1.9,,,
OPTI Well #530,34.9605312,-119.655685,2001-07-27,1.39,,,
OPTI Well #530,34.9605312,-119.655685,2001-07-27,1.38928,,,
OPTI Well #538,34.9638655,-119.7101319,1959-07-28,8.81,,,
OPTI Well #538,34.9638655,-119.7101319,1954-05-20,2.71,,,
OPTI Well #538,34.9638655,-119.7101319,1953-08-05,3.39,,,
OPTI Well #538,34.9638655,-119.7101319,1942-04-28,0.113,,,
OPTI Well #544,34.9652544,-119.7137432,1966-06-17,1.97,,,
OPTI Well #545,34.966088,-119.7273549,1966-06-17,4.74,,,
OPTI Well #548,34.96719999,-119.860137,1966-04-15,0.226,,,
OPTI Well #549,34.96747674,-119.7226324,1954-05-20,3.39,,,
OPTI Well #549,34.96747674,-119.7226324,1953-08-05,2.71,,,
OPTI Well #55,34.9374738,-119.5098453,1950-03-08,14.7,,,
OPTI Well #55,34.9374738,-119.5098453,1950-03-08,14.6835,,,
OPTI Well #55,34.9374738,-119.5098453,1950-03-08,14.7,,,
OPTI Well #55,34.9374738,-119.5098453,1964-02-07,7.6806,,,
OPTI Well #55,34.9374738,-119.5098453,1964-02-07,7.68,,,
OPTI Well #551,34.9685879,-119.7273549,1953-08-05,3.39,,,
OPTI Well #554,34.9696991,-119.7340218,1966-06-17,2.4849,,,
OPTI Well #554,34.9696991,-119.7340218,1965-04-27,2.94,,,
OPTI Well #554,34.9696991,-119.7340218,1965-04-27,2.9367,,,
OPTI Well #554,34.9696991,-119.7340218,1965-04-27,2.94,,,
OPTI Well #554,34.9696991,-119.7340218,1964-09-28,1.58,,,
OPTI Well #554,34.9696991,-119.7340218,1964-09-28,1.5813,,,
OPTI Well #554,34.9696991,-119.7340218,1963-09-25,3.39,,,
OPTI Well #554,34.9696991,-119.7340218,1963-09-25,3.3885,,,
OPTI Well #554,34.9696991,-119.7340218,1963-09-25,3.39,,,
OPTI Well #554,34.9696991,-119.7340218,1963-04-25,3.39,,,
OPTI Well #554,34.9696991,-119.7340218,1963-04-25,3.3885,,,
OPTI Well #554,34.9696991,-119.7340218,1963-04-25,3.39,,,
